NOA_PP_LAT_5_ID|JUR|PARID|ALTID|TAXYR|OWNERNAME|ADDR1|ADDR2|CITYNAME|STATECODE|ZIP1|PIN|CONTACT_NAME|CONTACT_PHONE|CONTACT_FAX|CONTACT_EMAIL|PROPERTY_ADDRESS|TAXPAYER_NAME|TAXPAYER_PREPARED_DATE|TAX_PREPARER_NAME|TAX_PREPARER_PHONE|TAX_PREPARER_EMAIL|TAX_PREPARER_PREPARED_DATE|FORM_ID
3380|5|3211-GENMEYERAVP|513109811P|2014|"BLACKSTAR BOOKS & CAFFE"|"3211 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|||||"3211  GEN MEYER AV "|||||||3380
3381|5|3221-BEHRMANPL101P|513109003P|2014|"MARILYN A MENDOZA PH D"|"3221 BEHRMAN PL"|"SUITE 101"|"NEW ORLEANS"|LA|70114|123456||5043630203|5043630204|MAMPHD12@YAHOO.COM|"3221  BEHRMAN PL 101"|||||||3381
3382|5|3221-BEHRMANPL103P|513109039P|2014|"METRO TITLE GROUP"|"3221 BEHRMAN PL"|"ST 103"|"NEW ORLEANS"|LA|70114|123456|||||"3221  BEHRMAN PL 103"|||||||3382
3383|5|3221-BEHRMANPL201P|513109007P|2014|"BIANCHINI-DARLING LLC"|"C/O BELINDA PITTARI"|"3939 HOUMA BLVD #223"|METAIRIE|LA|70006|123456||5043630211|||"3221  BEHRMAN PL 201"|||||||3383
3384|5|3221-BEHRMANPL202BP|513109037P|2014|"KEPPER MAITLAND STATE FARM"|"3221 BEHRMAN PL"|"SUITE 202B"|"NEW ORLEANS"|LA|70114|123456|||||"3221  BEHRMAN PL 202B"|||||||3384
3385|5|3221-BEHRMANPL203BP|513109091P|2014|"TRUWAY SALON"|"3221 BEHRMAN PL"|"SUITE 203B"|"NEW ORLEANS"|LA|70114|123456|||||"3221  BEHRMAN PL 203B"|||||||3385
3386|5|3221-BEHRMANPL204P|513109010P|2014|"BROOKS RESTAURANTS INC"|"3221 BEHRMAN PL"|"SUITE 204"|"NEW ORLEANS"|LA|70114|123456||5043630210|||"3221  BEHRMAN PL 204"|||||||3386
3387|5|3221-BEHRMANPL205P|513109026P|2014|"GULF COAST BANK & TRUST CO"|"MORTGAGE DIVISION"|"200 ST CHARLES AV 2ND FLR"|"NEW ORLEANS"|LA|70130|123456|||||"3221  BEHRMAN PL 205"|||||||3387
3388|5|3221-BINDERBDP|513109098P|2014|"ASI FEDERAL CREDIT UNION"|"5508 CITRUS BLVD"||HARAHAN|LA|70123|123456|"TINA CUNNINGHAM"|5047331733|||"3221  BINDER BL "|||||||3388
3389|5|3221-GENDEGAULLEDRP|513109123P|2014|"DESIGN THE PLANET"|"3221 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3221  GEN DE GAULLE DR "|||||||3389
3390|5|3222-GENMEYERAVP|513109904P|2014|"LEE'S TIRE SHOP"|"3232 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|||||"3222  GEN MEYER AV "|||||||3390
3391|5|3228-PATTERSONSTP|513109719P|2014|"AURIUS LLC"|"22183 MCH ROAD"||MANDEVILLE|LA|70471|123456|"NANCY BROWN"|9858091055|||"3228  PATTERSON ST "|||||||3391
3392|5|3232-GENMEYERAVP|513109814P|2014|"DISCOUNT GROCERY"|"3232 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|||||"3232  GEN MEYER AV "|||||||3392
3393|5|3300-GARDENOAKSDRP|513109403P|2014|"GARDEN OAKS APARTMENTS"|"3300 GARDEN OAKS DR"||"NEW ORLEANS"|LA|70114|123456|||||"3300  GARDEN OAKS DR "|||||||3393
3394|5|3300-GENMEYERAVP|513109813P|2014|"JOHNNY'S AUTOMOBILE REPAIRS"|"JOHN GORIS| OWNER"|"3300 GEN MEYER AVE"|"NEW ORLEANS"|LA|70114|123456|||||"3300  GEN MEYER AV "|||||||3394
3395|5|3313-RUEPARCFONTAINEP|513111312P|2014|"CHIROPRATIC WORKS"|"c/o DR DARRELL RICHARDS"|"3313 RUE PARC FONTAINE"|"NEW ORLEANS"|LA|70131|123456|"DARRELL H RICHARDS"||||"3313  RUE PARC FONTAINE  "|||||||3395
3396|5|3329-GENMEYERAVAP|513109910P|2014|"THE UNIFORM SHOP"|"3329 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|||||"3329  GEN MEYER AV A"|||||||3396
3397|5|3329-GENMEYERAVP|513109902P|2014|"DOKEY'S BEAUTY SALON"|"3329 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|||||"3329  GEN MEYER AV "|||||||3397
3398|5|3333-GENMEYERAVP|513109905P|2014|"MEDIAMOLLE'S AUTO SERVICE"|"3333 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456||5043618140|||"3333  GEN MEYER AV "|||||||3398
3399|5|3351-KABELDRH-1P|513112077P|2014|"JUST BALLOONS"|"3351 KABEL DR"|"SUITE H"|"NEW ORLEANS"|LA|70114|123456|"CYNTHIA R GREEN"||||"3351  KABEL DR H-1"|||||||3399
3400|5|3351-KABELDRADP|513112010P|2014|"MENDING BROKEN HEARTS"|"3351 KABEL DRIVE"|"STE AD"|"NEW ORLEANS"|LA|70131|123456|||||"3351  KABEL DR AD"|||||||3400
3401|5|3351-KABELDRAP|513112022P|2014|"DIRECT CONNECT WIRELESS| LLC"|"C/O ELESHIA WILLIAMS"|"3351 KABEL DR SUITE A"|"NEW ORLEANS"|LA|70131|123456|"ELESHIA WILLIAMS-504-398-4530"||||"3351  KABEL DR A"|||||||3401
3402|5|3351-KABELDRFP|513112015P|2014|"TO THE GLORY OF GOD MINISTRY"|"3351 KABEL DR"|"SUITE F"|"NEW ORLEANS"|LA|70131|123456|||||"3351  KABEL DR F"|||||||3402
3403|5|3351-KABELDRGP|513112016P|2014|"SHOWERS PARTIES & BRIDAL"|"3351 KABEL DRIVE"|"STE G"|"NEW ORLEANS"|LA|70131|123456||5043614721|||"3351  KABEL DR G"|||||||3403
3404|5|3351-KABELDRI-P|513112068P|2014|"STYLISH NAILS"|"3351 KABEL DR STE I"||"NEW ORLEANS"|LA|70131|123456|"THUAN VO TRAN"|5044434334|||"3351  KABEL DR I-"|||||||3404
3405|5|3351-KABELDRJP|513112019P|2014|"D & S INCOME TAX"|"3351 KABEL DR"|"SUITE J"|"NEW ORLEANS"|LA|70131|123456|||||"3351  KABEL DR J"|||||||3405
3406|5|3361-GENDEGAULLEDR203P|513108897P|2014|"LOUIS W IRVIN"|"3361 GEN DE GAULLE DR"|"SUITE 203"|"NEW ORLEANS"|LA|70114|123456|||||"3361  GEN DE GAULLE DR 203"|||||||3406
3407|5|3361-GENDEGAULLEDRAP|513108891P|2014|"ALL POINTS COMPUTERS"|"3361 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3361  GEN DE GAULLE DR A"|||||||3407
3408|5|3361-GENDEGAULLEDRCP|513108893P|2014|"CRESCENT TITLE"|"3361 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|"CHRISTINE BLANTON"||||"3361  GEN DE GAULLE DR C"|||||||3408
3409|5|3400-GARDENOAKSDRP|513109418P|2014|"JACKSON'S LANDING APARTMENTS"|"3400 GARDEN OAKS DR"||"NEW ORLEANS"|LA|70114|123456|"MARY THOMPSON"|5044270105|5043675504||"3400  GARDEN OAKS DR "|||||||3409
3410|5|3401-GARDENOAKSDRP|513109402P|2014|"SKYVIEW TERRACE APARTMENTS"|"3401 GARDEN OAKS DR #0131"||"NEW ORLEANS"|LA|70114|123456|||||"3401  GARDEN OAKS DR "|||||||3410
3411|5|3420-KABELDRP|513111904P|2014|"DESTINED FOR A CHANGE"|"3420 KABEL DRIVE"||"NEW ORLEANS"|LA|70131|123456|||||"3420  KABEL DR "|||||||3411
3412|5|3422-KABELDRP|513111905P|2014|"BEST BANK DENTAL"|"3422 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|||||"3422  KABEL DR "|||||||3412
3413|5|3430-KABELDR-P|513111965P|2014|"JENNI'S THE MASTER CLEANERS"|"3430 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|"JULIE TRAN"|5043938105|||"3430  KABEL DR -"|||||||3413
3414|5|3438-KABELDRP|513111920P|2014|"FRISCH BROS SIGNS"|"3438 KABEL DRIVE"||"NEW ORLEANS"|LA|70131|123456|"WALTER ""HOPPY"" FRISCH   361-3789"|5046313789|||"3438  KABEL DR "|||||||3414
3415|5|3439-KABELDR0000002P|513112001P|2014|"HULON'S  BARBER SHOP"|"3439 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|||||"3439  KABEL DR 0000002"|||||||3415
3416|5|3439-KABELDR0000003P|513112002P|2014|"FRAMES INC"|"3439 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|"DAVID GIGLIO"|5043938383|5043932383||"3439  KABEL DR 0000003"|||||||3416
3417|5|3439-KABELDR0000007P|513112004P|2014|"ANNA'S ALTERATIONS AND"|"DRY CLEANING"|"3439 KABEL DR  STE 2"|"NEW ORLEANS"|LA|70131|123456|"VAN PHAM"|5043938184|||"3439  KABEL DR 0000007"|||||||3417
3418|5|3442-KABELDRP|513111908P|2014|"BARBER & STYLIST SALON"|"3442 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|"EMANUEL C LEE-504-583-0019"|5045830019|||"3442  KABEL DR "|||||||3418
3419|5|3444-KABELDRP|513111909P|2014|"GENESIS UNLIMITED RESOURCES INC"|"3444 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|||||"3444  KABEL DR "|||||||3419
3420|5|3450-KABELDRP|513111911P|2014|"TIGER MART"|"3450 KABEL DRIVE"||"NEW ORLEANS"|LA|70131|123456|||||"3450  KABEL DR "|||||||3420
3421|5|347-VERRETST--P|513100443P|2014|"TOUT DE SUITE"|"347 VERRET ST"||"NEW ORLEANS"|LA|70114|123456|"JILL  MARSHALL   362-2264"||||"347  VERRET ST --"|||||||3421
3422|5|3500-BEHRMANPLBP|513109029P|2014|"OAK TREE FAMILY DENTISTRY LLC"|"3500 BEHRMAN PL"||"NEW ORLEANS"|LA|70114|123456|"CUONG NGUYEN DDS."|5047017047|||"3500  BEHRMAN PL B"|||||||3422
3423|5|3500-KABELDRP|513111903P|2014|"DEVINE K"|"3500 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|||||"3500  KABEL DR "|||||||3423
3424|5|3501-BEHRMANPL0000001P|513109019P|2014|"DR DAVID COLBURN"|"3501 BEHRMAN PL"||"NEW ORLEANS"|LA|70114|123456|||||"3501  BEHRMAN PL 0000001"|||||||3424
3425|5|3501-BEHRMANPL0000002P|513109020P|2014|"RICHARD K AKIN DDS"|"3501 BEHRMAN PL"||"NEW ORLEANS"|LA|70114|123456|||||"3501  BEHRMAN PL 0000002"|||||||3425
3426|5|3501-BEHRMANPL0000003P|513109021P|2014|"E L DONALDSON JR  D.D.S"|"3501 BEHRMAN PLACE"||"NEW ORLEANS"|LA|70114|123456|||||"3501  BEHRMAN PL 0000003"|||||||3426
3427|5|3501-BEHRMANPL5P|513109050P|2014|"RANDALL WILK DDS PH D MD"|"3501 BEHRMAN PL"||"NEW ORLEANS"|LA|70114|123456|||||"3501  BEHRMAN PL 5"|||||||3427
3428|5|3501-GENMEYERAVP|513110301P|2014|"MEHMOOD INC DBA"|"3501 GENERAL MEYER AVENUE"||"NEW ORLEANS"|LA|70114|123456|"MOHAMMAD MEHMOOD"|5043613920|||"3501  GEN MEYER AV "|||||||3428
3429|5|3501-HOLIDAYDR101P|513109201P|2014|"DR NASSON J RODRIGUEZ"|"3501 HOLIDAY DR"|"SUITE 101"|"NEW ORLEANS"|LA|70114|123456||5043641333|5043641344|NGROD22@AOL.COM|"3501  HOLIDAY DR 101"|||||||3429
3430|5|3501-HOLIDAYDR104P|513109227P|2014|"MAHOGANY GIFTED HANDS DAY SPA"|"3501 HOLIDAY DR"|"SUITE 104"|"NEW ORLEANS"|LA|70114|123456|||||"3501  HOLIDAY DR 104"|||||||3430
3431|5|3501-HOLIDAYDR108AP|513109235P|2014|"PEACH'S NAILS"|"3501 HOLIDAY DR"|"SUITE 108A"|"NEW ORLEANS"|LA|70114|123456|"DAO NGUYEN"|5049314410|||"3501  HOLIDAY DR 108A"|||||||3431
3432|5|3501-HOLIDAYDR201P|513109226P|2014|"HEITMEIER EYE CLINIC"|"3501 HOLIDAY DR"||"NEW ORLEANS"|LA|70114|123456|||||"3501  HOLIDAY DR 201"|||||||3432
3433|5|3501-HOLIDAYDR307P|513109221P|2014|"QUANTUM LEAP"|"3501 HOLIDAY DR"|"SUITE 307"|"NEW ORLEANS"|LA|70114|123456|||||"3501  HOLIDAY DR 307"|||||||3433
3434|5|3501-HOLIDAYDR318P|513109211P|2014|"JOE BLAKK TAX SERVICE"|"3501 HOLIDAY DR"|"SUITE 318"|"NEW ORLEANS"|LA|70114|123456|||||"3501  HOLIDAY DR 318"|||||||3434
3435|5|3501-HOLIDAYDR403P|513109212P|2014|"CITYWIDE INSURANCE AGENCY"|"3501 HOLIDAY DR"|"SUITE 403"|"NEW ORLEANS"|LA|70114|123456|||||"3501  HOLIDAY DR 403"|||||||3435
3436|5|3501-HOLIDAYDR404P|513109210P|2014|"SHALOM HOME CARE SERVICES LLC"|"3501 HOLIDAY DR"|"SUITE 404"|"NEW ORLEANS"|LA|70114|123456|||||"3501  HOLIDAY DR 404"|||||||3436
3437|5|3501-KABELDRP|513111912P|2014|"COX COMMUNICAITONS INC"|"ATTN D DANIELS 12TH FLR"|"6205 PEACHTREE DUNWOODY RD"|ATLANTA|GA|30328|123456|"RAY FISHER"|8008884165|8172817417||"3501  KABEL DR "|||||||3437
3438|5|3511-GENDEGAULLEDRP|513109407P|2014|"FIDELITY HOMESTEAD"|"ATTN DAVID GIFFIN"|"201 ST CHARLES AVE"|"NEW ORLEANS"|LA|70130|123456|||||"3511  GEN DE GAULLE DR "|||||||3438
3439|5|3514-KABELDRP|513111939P|2014|"LAN'S NAILS #2"|"3514 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|"TRIEU NGUYEN"|5043040948|||"3514  KABEL DR "|||||||3439
3440|5|3518-KABELDRP|513111901P|2014|"LAN'S SEAFOOD"|"3518 KABEL DR"||"NEW ORLEANS"|LA|70131|123456|"TRIEU NGUYEN"|5043040948|||"3518  KABEL DR "|||||||3440
3441|5|3520-GENDEGAULLEDR1035P|513109420P|2014|"ROBERT MARRERO"|"3520 GEN DE GAULLE DR"|"SUITE 1035"|"NEW ORLEANS"|LA|70114|123456|||||"3520  GEN DE GAULLE DR 1035"|||||||3441
3442|5|3520-GENDEGAULLEDR1060P|513110129P|2014|"DUHON & STAGNI"|"3520 GEN DE GAULLE DR"|"SUITE 1060"|"NEW ORLEANS"|LA|70114|123456|||||"3520  GEN DE GAULLE DR 1060"|||||||3442
3443|5|3535-GENDEGAULLEDRAP|513109422P|2014|"LIBERTY BANK AND TRUST CO"|"P.O. BOX 60131"||"NEW ORLEANS"|LA|70160|123456|"TRAVIS MCDONALD"|5042405295|5042402720||"3535  GEN DE GAULLE DR A"|||||||3443
3444|5|3549-GENMEYERAVP|513110302P|2014|"ALGIERS DISCOUNT FOOD STORE"|"3549 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|"ALI HANTASH"|5043686204|||"3549  GEN MEYER AV "|||||||3444
3445|5|3555-GENDEGAULLEDRP|513109419P|2014|"CHECKER'S DRIVE-IN RESTAURANTS"|"4300 W CYPRESS ST| SUITE 600"||TAMPA|FL|33607|123456|"SCOTT GUENTHER"|8132815992|||"3555  GEN DE GAULLE DR "|||||||3445
3446|5|36-VILLAGEAURORAMALLP|513111011P|2014|"JEFF'S HABERDASHERY"|"CHOUEST & CHOUEST INC"|"4100 GEN DE GAULLE DR ST D1B"|"NEW ORLEANS"|LA|70131|123456|||||"4100  GEN DE GAULLE DR D1B"|||||||3446
3447|5|3600-GENMEYERAVP|513110202P|2014|"CUDDLY BEAR CHILD DEVELOPMENT CENTER"|"3600 GEN MEYER AVE"|"SUITE A"|"NEW ORLEANS"|LA|70114|123456|"MIRANDA SCOTT"|5045830423|||"3600  GEN MEYER AV "|||||||3447
3448|5|3600-MACARTHURBD0000007P|513110011P|2014|"SUBWAY DELI"|"3600 MAC ARTHUR BD"||"NEW ORLEANS"|LA|70114|123456|"WALTER CHAVALIER   367-4261"||||"3600  MAC ARTHUR BD 0000007"|||||||3448
3449|5|3600-MACARTHURBD0000008P|513110012P|2014|"LE WASHMATIQUE"|"3600 MAC ARTHUR BD #H"||"NEW ORLEANS"|LA|70114|123456|||||"3600  MAC ARTHUR BD 0000008"|||||||3449
3450|5|3600-MACARTHURBD10P|513110015P|2014|"TOP NAILS"|"3600 MAC ARTHUR BLVD"|"SUITE N"|"NEW ORLEANS"|LA|70114|123456|||||"3600  MAC ARTHUR BD 10"|||||||3450
3451|5|3600-MACARTHURBD11P|513110731P|2014|"BUDGET MOBILE"|"3600 MACARTHUR BD"|"SUITE I"|"NEW ORLEANS"|LA|70114|123456|||||"3600  MAC ARTHUR BD 11"|||||||3451
3452|5|3600-MACARTHURBD3P|513109913P|2014|"CHINA HOUSE FOOD CO LLC"|"3600 MAC ARTHUR BLVD"|"SUITE G"|"NEW ORLEANS"|LA|70114|123456|||||"3600  MAC ARTHUR BD 3"|||||||3452
3453|5|3600-MACARTHURBD9P|513110014P|2014|"JACKSON HEWITT TAX SERVICE"|"3600 MAC ARTHUR BLVD"|"SUITE D"|"NEW ORLEANS"|LA|70114|123456|||||"3600  MAC ARTHUR BD 9"|||||||3453
3454|5|3600-MACARTHURBDBP|513110041P|2014|"UPSCALE MEN'S WEAR"|"3600 MACARTHUR BD"|"SUITE B"|"NEW ORLEANS"|LA|70114|123456|||||"3600  MAC ARTHUR BD B"|||||||3454
3455|5|3601-GENDEGAULLEDRP|513109409P|2014|"WENDY'S INTERNATIONAL INC"|"1155 PERIMETER CTR W 9TH FLOOR"||ATLANTA|GA|30338|123456|"WENDY KRAMER"|7703753957|||"3601  GEN DE GAULLE DR "|||||||3455
3456|5|3620-MACARTHURBD10P|513110030P|2014|"FAMILY DOLLAR STORES OF LA #03324"|"PO BOX 56018"||INDIANAPOLIS|IN|46256|123456|"SHANIKA JOHNSON"|3173481341||SJOHNSON@CORP-TAX.NET|"3620  MAC ARTHUR BD 10"|||||||3456
3457|5|3622-GENDEGAULLEDR-P|513110609P|2014|"BROTHERS GEN DE GAULLE"|"1729 LAFAYETTE STREET"|"SUITE 200"|GRETNA|LA|70053|123456|"IMAD HAMDAN"|5043662413|||"3622  GEN DE GAULLE DR -"|||||||3457
3458|5|3622-GENMEYERAV-P|513109400P|2014|"FAST TAX"|"4111 JEFFERSON HWY"||JEFFERSON|LA|70121|123456|"PHILIP NIMMO"|9088291|||"3622  GEN MEYER AV -"|||||||3458
3459|5|3622-GENMEYERAVP|513110207P|2014|"ONE LOVE HAIR SALON"|"3622 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|||||"3622  GEN MEYER AV "|||||||3459
3460|5|3624-GENDEGAULLEDRP|513110423P|2014|"AVEDA BEAUTY SUPPLIES"|"3624 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3624  GEN DE GAULLE DR "|||||||3460
3461|5|3626-GENMEYERAVP|513110203P|2014|"BARBER SHOP"|"3626 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|||||"3626  GEN MEYER AV "|||||||3461
3462|5|3632-GENMEYERAVP|513110208P|2014|"BEAUTY & BEYOND HAIR STUDIO"|"3632 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456||9015086119|||"3632  GEN MEYER AV "|||||||3462
3463|5|3634-GENMEYERAVP|513110205P|2014|"SHERWIN-WILLIAMS COMPANY"|"C/O TAX DEPT SITE 707051"|"PO BOX 6027"|CLEVELAND|OH|44101|123456|"SCOTT SIKON"|2165661204|||"3634  GEN MEYER AV "|||||||3463
3464|5|3637-GENDEGAULLEDR-P|513108999P|2014|"NEW ORLEANS ORIGINAL DAIQURIS"|"641 PAPWORTH AVE"||METAIRIE|LA|70005|123456|||||"3637  GEN DE GAULLE DR -"|||||||3464
3465|5|3640-GENDEGAULLEDRP|513110701P|2014|"LA  FAVORITA MARKET"|"3640 GENDEGAULLE"||"NEW ORLEANS"|LA|70114|123456|||||"3640  GEN DE GAULLE DR "|||||||3465
3466|5|3644-GENDEGAULLEDRP|513110702P|2014|"HONOLULU NAILS & SPA"|"3644 GEN DE GAULLE"||"NEW ORLEANS"|LA|70114|123456||5043679797|||"3644  GEN DE GAULLE DR "|||||||3466
3467|5|3646-GENDEGAULLEDRP|513110703P|2014|"WIRELESS GENERAL"|"3646 GEN DEGAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3646  GEN DE GAULLE DR "|||||||3467
3468|5|3663-GENDEGAULLEDRP|513109417P|2014|"LOUISIANA RESTAURANT GROUP INC"|"227 KING STREET"||FREDERIKSTED|VI|840|123456|"SYED ZAIDI"|3407788000|3407789000||"3663  GEN DE GAULLE DR "|||||||3468
3469|5|3665-GENDEGAULLEDRP|513109413P|2014|"BRIDGESTONE RETAIL OPS LLC"|"535 MARRIOTT DRIVE"||NASHVILLE|TN|37214|123456|"JERRY D CHRISTENSEN/CINDY WARNER"|6159371587|||"3665  GEN DE GAULLE DR "|||||||3469
3470|5|3700-GENMEYERAVP|513110401P|2014|"J & K BAR"|"c/o JOHN DUGAS"|"3700 GEN MEYER AVE"|"NEW ORLEANS"|LA|70114|123456|||||"3700  GEN MEYER AV "|||||||3470
3471|5|3701-BEHRMANPLAP|513109052P|2014|"SODEXO OPERATIONS LLC"|"C/O INTERN'L APPRAISAL CO"|"110 PLEASANT AVE"|"UPPER SADDLE RIVER"|NJ|7458|123456|"GLENN KACHMARSKY"|2019344580|||"3701  BEHRMAN PL A"|||||||3471
3472|5|3701-GENDEGAULLEDRP|513109501P|2014|"CHUCK-E-CHEESE'S #684"|"P O BOX 150203"||ARLINGTON|TX|76015|123456|"DAVID LAMKIN"|8177950350|||"3701  GEN DE GAULLE DR "|||||||3472
3473|5|3707-GENDEGAULLEDRP|513109508P|2014|"THE DAIQUIRI PLACE"|"3707 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3707  GEN DE GAULLE DR "|||||||3473
3474|5|3708-GARDENOAKSDRP|513109406P|2014|"FOREST PARK APARTMENTS"|"3708 GARDEN OAKS DR"||"NEW ORLEANS"|LA|70114|123456|||||"3708  GARDEN OAKS DR "|||||||3474
3475|5|3710-GENMEYERAVP|513110403P|2014|"SUDDY'S EXCAVATING"|"3710 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|"SUN TAO"|5048888899|5048788888|SUN@YAHOO.COM|"3710  GEN MEYER AV "|||"SUN TAO"|5048787878|ST@YAHOO.COM|2013-02-13|3475
3476|5|3712-GENMEYERAVP|513110404P|2014|"AURORA AUTOMOTIVE REPAIRS"|"3712 GEN MEYER AVE"||"NEW ORLEANS"|LA|70114|123456|||||"3712  GEN MEYER AV "|||||||3476
3477|5|3712-MACARTHURBD101P|513110503P|2014|"DR ALFRED BOTERO"|"3712 MAC ARTHUR BLVD"|"SUITE 101"|"NEW ORLEANS"|LA|70114|123456|||||"3712  MAC ARTHUR BD 101"|||||||3477
3478|5|3712-MACARTHURBD200P|513110505P|2014|"CRESCENT CITY PHYSICIANS"|"3712 MAC ARTHUR BLVD"|"SUITE 200"|"NEW ORLEANS"|LA|70114|123456|||||"3712  MAC ARTHUR BD 200"|||||||3478
3479|5|3712-MACARTHURBD201P|513110506P|2014|"THE SMILE GALLERY"|"DIANNE WALKER-HOUSTON DDS"|"3712 MAC ARTHUR BD #201"|"NEW ORLEANS"|LA|70114|123456|||||"3712  MAC ARTHUR BD 201"|||||||3479
3480|5|3713-GENDEGAULLEDRP|513109510P|2014|"TONY'S NAILS"|"3713 GEN DE GAULLE DR"|"UNIT 5"|"NEW ORLEANS"|LA|70114|123456|"D. SHU"|5048988888|5048988877|DSHU@YAHOO.COM|"3713  GEN DE GAULLE DR "|||"D SHU"|5048859999|DSHU@YAHOO.COM|2013-02-13|3480
3481|5|3715-GENDEGAULLEDRP|513109525P|2014|"SO FRESH BARBER & BEAUTY"|"3715 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3715  GEN DE GAULLE DR "|||||||3481
3482|5|3717-GENDEGAULLEDRP|513109518P|2014|"THE ST CHARLES CENTER"|"JOB LINK INC"|"3717 GEN DE GAULLE DR"|"NEW ORLEANS"|LA|70114|123456|"SUSAN MCILWEIN"||||"3717  GEN DE GAULLE DR "|||||||3482
3483|5|3727-GENDEGAULLEDRAP|513109520P|2014|"L A BEAUTY & FASHIONS"|"3767 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70131|123456|||||"3727  GEN DE GAULLE DR A"|||||||3483
3484|5|3727-MACARTHURBDP|513110801P|2014|"DR VANCE L WASCOM"|"3727 MAC ARTHUR BLVD"||"NEW ORLEANS"|LA|70114|123456|||||"3727  MAC ARTHUR BD "|||||||3484
3485|5|3737-GENDEGAULLEDRP|513109611P|2014|"MERIDIAN HEALTHCARE"|"3737 GEN DEGAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3737  GEN DE GAULLE DR "|||||||3485
3486|5|3757-GENDEGAULLEDRP|513109613P|2014|"PRAISE DANCE ACADEMY"|"3757 GEN DEGAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3757  GEN DE GAULLE DR "|||||||3486
3487|5|3763-GENDEGAULLEDRP|513109523P|2014|"EXCLUSIVE FURNITURE FLOORING & LIGHTING"|"3763 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3763  GEN DE GAULLE DR "|||||||3487
3488|5|3771-GENDEGAULLEDRAP|513109517P|2014|"DOLLAR TREE #4948"|"PO BOX 59365"||SCHAUMBURG|IL|60159|123456|||||"3771  GEN DE GAULLE DR A"|||||||3488
3489|5|3800-GENDEGAULLEDRP|513110813P|2014|"CAPITAL ONE - GDGL"|"PO BOX 810490"||DALLAS|TX|75381|123456|"MICHELLE NICHOLS"|2143067452|||"3800  GEN DE GAULLE DR "|||||||3489
3490|5|3800-PATTERSONSTP|513110602P|2014|"CAPITAL MARINE SUPPLY"|"4400 HARDING RD"||NASHVILLE|TN|37205|123456|"RICHARD COLWELL"|6152988200||RICHARD.COLWELL@INGRAMBARGE.CO|"3800  PATTERSON ST "|||||||3490
3491|5|3801-GENDEGAULLEDRP|513109112P|2014|"ALGIERS URGENT CARE"|"3801 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|||||"3801  GEN DE GAULLE DR "|||||||3491
3492|5|3803-GENDEGAULLEDRCP|513109159P|2014|"5 MINUTE OIL CHANGE"|"3621 RIDGELAKE DR"|"SUITE 203"|METAIRIE|LA|70002|123456|"LISA JACKSON"|5048370670|||"3803  GEN DE GAULLE DR C"|||||||3492
3493|5|3807-GENDEGAULLEDRP|513109114P|2014|"ALGIERS ANIMAL CLINIC"|"3807 GEN DE GAULLE DR"||"NEW ORLEANS"|LA|70114|123456|"ANDREW GUTTER"|5043641556||DRGUTTERDOG@AOL.COM|"3807  GEN DE GAULLE DR "|||||||3493
3494|5|3815-MACARTHURBD-P|513110888P|2014|"GARCIA INSURANCE AGENCY"|"3815 MACARTHUR BLVD"||"NEW ORLEANS"|LA|70114|123456|"FELIX GARCIA"|5043623944|||"3815  MAC ARTHUR BD -"|||||||3494
