"JUR","PARID","TAXYR","CATEGORY","PPTYPE","FILEYR","YRACQD","NOUNITS","ACQUISITION_COST","EFFECTIVE_LIFE","CONSIGNER_OWNER_NAME","CONSIGNER_MAILING_ADDR","CONSIGNER_RENTAL_AMT","ITEM_DESCRIPTION","CONSIGNER_TEL_NO"
"1","1100-POYDRASST2300P","2025","10","77","2025","2011","1","5415","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","77","2025","2013","1","10454","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","77","2025","2016","1","20008","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","77","2025","2017","1","5685","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","77","2025","2023","1","11584","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","1998","1","2023","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2002","1","30009","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2003","1","89288","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2004","1","20625","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2008","1","5201","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2009","1","31954","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2010","1","4080","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2011","1","5000","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2013","1","34015","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2014","1","10576","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2015","1","22174","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2017","1","3144","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","69","2025","2020","1","3878","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","106","2025","2012","1","1462","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","190","2025","2011","1","8650","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","190","2025","2012","1","2985","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","190","2025","2018","1","31230","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","190","2025","2020","1","13025","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","190","2025","2021","1","6895","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","190","2025","2022","1","6020","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","191","2025","1990","1","3831","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","191","2025","1993","1","1600","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","191","2025","1995","1","2473","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","191","2025","2008","1","19743","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","191","2025","2013","1","1919","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","191","2025","2015","1","641","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","191","2025","2020","1","6944","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","192","2025","2016","1","4739","10","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","10","193","2025","1987","1","4817","25","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","13","0","2025","2013","1","19981","12","NULL","NULL","NULL","Leasehold Improvement","NULL"
"1","1100-POYDRASST2300P","2025","13","0","2025","2020","1","38577","12","NULL","NULL","NULL","Leasehold Improvement","NULL"
"1","1100-POYDRASST2300P","2025","13","0","2025","2021","1","278530","12","NULL","NULL","NULL","Leasehold Improvement","NULL"
"1","1100-POYDRASST2300P","2025","13","15","2025","2020","1","4584","10","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2300P","2025","99","0","2025","NULL","1","NULL","2","NEXTIVA","8800 E Chaparral Rd Ste 300 Scottsdale, AZ 85250","510","PHONE EQUIPMENT","8009834289"
"2","119-NGALVEZSTP","2025","08","15","2025","2005","1","200","12","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","08","15","2025","2005","1","100","12","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","08","15","2025","2010","1","80","12","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","08","15","2025","2011","1","50","12","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","08","15","2025","2008","1","150","12","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","08","15","2025","2010","1","150","12","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","10","70","2025","2016","1","300","3","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","10","249","2025","2014","1","80","8","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","10","106","2025","2017","1","200","5","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","10","97","2025","2010","1","150","3","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","10","97","2025","2023","1","0","3","NULL","NULL","NULL","NULL","NULL"
"2","119-NGALVEZSTP","2025","10","70","2025","2021","1","0","3","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","1997","1","94604","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","1998","1","4741","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","1999","1","835","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2002","1","27113","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2005","1","5110","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2006","1","196","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2007","1","1669","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2009","1","415","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2010","1","5185","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2011","1","200","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2012","1","13586","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2013","1","7129","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2014","1","2159","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2015","1","1155","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","08","14","2025","2023","1","8314","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","1997","1","345367","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","1998","1","14441","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","1999","1","12334","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2000","1","4192","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2001","1","25610","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2002","1","96239","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2003","1","147514","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2004","1","22192","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2005","1","41306","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2006","1","4901","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2007","1","16191","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2008","1","7967","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2009","1","15629","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2010","1","138390","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2011","1","104751","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2012","1","150437","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2013","1","46360","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2014","1","39315","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2015","1","44947","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2016","1","189620","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2017","1","62658","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2018","1","9798","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2019","1","214486","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2020","1","15016","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2022","1","55783","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","10","228","2025","2023","1","76950","10","NULL","NULL","NULL","NULL","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","1997","1","1203181","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","1999","1","1751","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2000","1","7065","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2001","1","1222","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2002","1","9513","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2003","1","5436","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2004","1","6119","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2005","1","650","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2006","1","46","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2007","1","6626","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2011","1","1090","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2012","1","1578","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2013","1","6459","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2014","1","11350","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2015","1","9868","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2016","1","232269","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2017","1","91056","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"2","115-BOURBONSTP","2025","13","0","2025","2022","1","918","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"1","535-GRAVIERSTP","2025","08","10","2025","2018","1","79952","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","08","10","2025","2019","1","1658089","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","08","10","2025","2020","1","92490","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","08","10","2025","2022","1","7346","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","3","2025","2018","1","11305","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","69","2025","2018","1","48447","3","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","70","2025","2018","1","16059","3","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","69","2025","2019","1","54410","3","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","116","2025","2019","1","22372","5","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","245","2025","2019","1","176857","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","246","2025","2019","1","130409","8","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","184","2025","2019","1","23202","5","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","246","2025","2020","1","8200","8","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","3","2025","2020","1","30600","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","245","2025","2020","1","2888","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","157","2025","2020","1","6490","12","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","116","2025","2020","1","10275","5","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","3","2025","2021","1","5910","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","3","2025","2022","1","35222","10","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","116","2025","2022","1","7348","5","NULL","NULL","NULL","NULL","NULL"
"1","535-GRAVIERSTP","2025","10","3","2025","2023","1","26112","10","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","1992","1","444","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","1993","1","5401","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","1994","1","3501","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","1995","1","3500","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","1997","1","640","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","1999","1","1754","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","2002","1","2542","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","2003","1","6846","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","2004","1","1230","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","2009","1","12834","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","2010","1","622","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","2013","1","12634","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","08","13","2025","2020","1","463","12","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","190","2025","2004","1","238","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","190","2025","2005","1","244","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","72","2025","2005","1","2719","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","70","2025","2005","1","1188","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","72","2025","2009","1","2447","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","222","2025","2011","1","4672","8","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","70","2025","2013","1","457","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","72","2025","2013","1","3460","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","69","2025","2013","1","380","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","191","2025","2013","1","1069","5","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","72","2025","2014","1","2284","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","222","2025","2014","1","637","8","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","222","2025","2015","1","1632","8","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","72","2025","2015","1","3199","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","190","2025","2015","1","4893","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","72","2025","2018","1","2806","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","70","2025","2019","1","1309","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","190","2025","2022","1","5905","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","10","72","2025","2022","1","3257","3","NULL","NULL","NULL","NULL","NULL"
"1","1615-POYDRASST1040P","2025","13","0","2025","2013","1","14181","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"5","3-WESTBANKEXP","2025","08","13","2025","2023","1","780","12","NULL","NULL","NULL","NULL","NULL"
"5","6445-ISADORESTP","2025","08","6","2025","1969","1","300","12","NULL","NULL","NULL","NULL","NULL"
"5","6445-ISADORESTP","2025","08","6","2025","1969","1","400","12","NULL","NULL","NULL","NULL","NULL"
"5","6445-ISADORESTP","2025","10","93","2025","1975","1","450","12","NULL","NULL","NULL","NULL","NULL"
"5","6445-ISADORESTP","2025","10","240","2025","2020","1","575","5","NULL","NULL","NULL","NULL","NULL"
"5","6445-ISADORESTP","2025","10","51","2025","2006","1","355","5","NULL","NULL","NULL","NULL","NULL"
"5","6445-ISADORESTP","2025","99","0","2025","NULL","1","NULL","15","Callais Ice Service UPIC Distributor","PO Box 385 St. Bernard, LA 70085","0","Ice Box freezer","5042767061"
"5","6445-ISADORESTP","2025","99","0","2025","NULL","1","NULL","15","Coca Cola Bottling Company","PO Box 105637 Atlanta, GA 30348","0","Display Cooler","4046762121"
"5","6445-ISADORESTP","2025","99","0","2025","NULL","1","NULL","8","Coca Cola Bottling Company","PO Box 105637 Atlanta, GA 30348","0","Display Cooler","4046762121"
"5","6445-ISADORESTP","2025","99","0","2025","NULL","1","NULL","9","Pepsi Beverages","28517 S Frost Rd  Livingston, LA 70754","0","Display Cooler","2256867049"
"5","6445-ISADORESTP","2025","99","0","2025","NULL","1","NULL","12","Big Shot","5600 Jefferson Hwy Harahan, LA 70123","0","Display Cooler","5047316401"
"5","6445-ISADORESTP","2025","99","0","2025","NULL","1","NULL","20","Blue Bell Creameries","200 Venture Way Lafayette, LA","0","Display Cooler","3372891561"
"5","6445-ISADORESTP","2025","99","0","2025","NULL","1","NULL","12","Chilly's LLC","25275 Friendship Rd  Daphne, AL 36526","0","Display Cooler","2516211186"
"7","247-WHARRISONAVBP","2025","10","116","2025","2011","1","1492","5","NULL","NULL","NULL","NULL","NULL"
"7","7934-MAPLESTP","2025","08","13","2025","2020","1","2000","12","NULL","NULL","NULL","NULL","NULL"
"7","7934-MAPLESTP","2025","10","72","2025","2020","1","8700","3","NULL","NULL","NULL","NULL","NULL"
"7","7934-MAPLESTP","2025","13","0","2025","2020","1","52485","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2006","1","37847","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2007","1","136450","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2008","1","8604","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2009","1","3187","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2011","1","1715","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2015","1","5847","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2016","1","2413","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2017","1","1897","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2018","1","2204","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2020","1","10898","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2021","1","8930","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","08","15","2025","2022","1","6627","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2006","1","9740","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","249","2025","2006","1","3500","8","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","70","2025","2007","1","22204","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2007","1","25908","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","70","2025","2008","1","1559","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2008","1","852","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2010","1","22851","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","70","2025","2014","1","4482","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","70","2025","2016","1","32888","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2017","1","16017","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","70","2025","2018","1","1431","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2018","1","6084","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","69","2025","2019","1","3750","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2019","1","1886","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2020","1","43181","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","70","2025","2021","1","3393","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2021","1","42580","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","70","2025","2022","1","3570","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2022","1","34063","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","263","2025","2023","1","18952","12","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","10","70","2025","2023","1","6662","3","NULL","NULL","NULL","NULL","NULL"
"7","8180-EARHARTBDP","2025","13","0","2025","2007","1","135524","12","NULL","NULL","NULL","LEASEHOLD IMPROVEMENTS","NULL"
"7","8180-EARHARTBDP","2025","13","0","2025","2015","1","24643","12","NULL","NULL","NULL","LEASEHOLD IMPROVEMENTS","NULL"
"7","8180-EARHARTBDP","2025","13","0","2025","2016","1","15730","12","NULL","NULL","NULL","LEASEHOLD IMPROVEMENTS","NULL"
"7","8180-EARHARTBDP","2025","13","0","2025","2023","1","22753","12","NULL","NULL","NULL","LEASEHOLD IMPROVEMENTS","NULL"
"7","8301-OAKSTP","2025","13","0","2025","2023","1","13998","12","NULL","NULL","NULL","Paint exterior of Building","NULL"
"1","650-POYDRASST2415AP","2025","10","70","2025","2023","1","1500","3","NULL","NULL","NULL","NULL","NULL"
"3","1463-NBROADSTP","2025","10","50","2025","2014","1","387215","10","NULL","NULL","NULL","NULL","NULL"
"3","4520-DOWNMANRDP","2025","08","15","2025","2011","1","3570","12","NULL","NULL","NULL","NULL","NULL"
"3","4520-DOWNMANRDP","2025","10","246","2025","2011","1","2840","8","NULL","NULL","NULL","NULL","NULL"
"2","3701-IBERVILLESTP","2025","08","14","2025","2023","1","5182","10","NULL","NULL","NULL","NULL","NULL"
"2","3701-IBERVILLESTP","2025","08","14","2025","2023","1","4225","10","NULL","NULL","NULL","NULL","NULL"
"2","3701-IBERVILLESTP","2025","13","17","2025","2023","1","50000","10","NULL","NULL","NULL","NULL","NULL"
"2","3701-IBERVILLESTP","2025","08","14","2025","2023","1","6519","10","NULL","NULL","NULL","NULL","NULL"
"6","4842-PERRIERSTP","2025","08","13","2025","2011","1","252","12","NULL","NULL","NULL","NULL","NULL"
"6","4842-PERRIERSTP","2025","08","13","2025","2012","1","1308","12","NULL","NULL","NULL","NULL","NULL"
"6","4842-PERRIERSTP","2025","08","13","2025","2013","1","1630","12","NULL","NULL","NULL","NULL","NULL"
"6","4842-PERRIERSTP","2025","08","13","2025","2013","1","1488","12","NULL","NULL","NULL","NULL","NULL"
"6","4842-PERRIERSTP","2025","13","0","2025","2007","1","61156","12","NULL","NULL","NULL","improvements","NULL"
"7","7420-ZIMPLESTP","2025","10","267","2025","2003","1","1591","8","NULL","NULL","NULL","NULL","NULL"
"7","7420-ZIMPLESTP","2025","10","267","2025","2008","1","1600","8","NULL","NULL","NULL","NULL","NULL"
"5","4000-GENDEGAULLEDRP","2025","08","1","2025","2023","1","18455","12","NULL","NULL","NULL","NULL","NULL"
"5","4000-GENDEGAULLEDRP","2025","10","77","2025","2023","1","4055","5","NULL","NULL","NULL","NULL","NULL"
"5","4000-GENDEGAULLEDRP","2025","10","69","2025","2023","1","60256","3","NULL","NULL","NULL","NULL","NULL"
"2","42-GULLSTP","2025","08","15","2025","2020","1","549","12","NULL","NULL","NULL","NULL","NULL"
"2","42-GULLSTP","2025","08","15","2025","2018","1","657","12","NULL","NULL","NULL","NULL","NULL"
